#bamPEFragmentSize
Size	Occurrences	Sample
238	82	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
239	66	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
240	59	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
241	60	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
242	65	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
243	67	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
244	54	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
245	56	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
246	70	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
247	65	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
248	63	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
249	40	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
250	48	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
251	52	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
252	58	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
253	51	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
254	55	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
255	62	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
256	46	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
257	48	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
258	56	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
259	46	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
260	38	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
261	46	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
262	47	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
263	50	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
264	49	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
265	45	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
266	43	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
267	36	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
268	34	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
269	34	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
270	36	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
271	45	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
272	35	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
273	41	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
274	35	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
275	31	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
276	44	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
277	34	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
278	30	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
279	43	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
280	39	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
281	34	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
282	23	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
283	27	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
284	25	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
285	29	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
286	33	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
287	36	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
288	35	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
289	36	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
290	31	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
291	30	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
292	32	/home/darellplascencia/paper0/data/processed/filtered_v5/holtman_wendeln_2022/PP_merged.bam
